period,provider_name,provider_name_raw,encounter_count,total_wrvu,shifts_worked,hours_worked,location
2025-04,"Cheng, Michelle","Cheng, Michelle",160,574.1,,,CCD
2025-04,"Cordova, Isabel","Cordova, Isabel",69,246.43,,,CCD
2025-04,"Daley, Kevin","Daley, Kevin",152,538.59,,,CCD
2025-04,"Denton, Rachel","Denton, Rachel",129,483.27,,,CCD
2025-04,"Devlin, Sean","Devlin, Sean",235,852.61,,,CCD
2025-04,"Donovan, Laura","Donovan, Laura",130,411.93,,,CCD
2025-04,"Ellison, Michael","Ellison, Michael",53,184.21,,,CCD
2025-04,"Farley, Christopher","Farley, Christopher",36,119.92,,,CCD
2025-04,"Fleming, Audrey","Fleming, Audrey",35,132.47,,,CCD
2025-04,"Foster, Nathan","Foster, Nathan",96,239.6,,,CCD
2025-04,"Garrett, Steven","Garrett, Steven",70,240.94,,,CCD
2025-04,"Gibson, Amanda","Gibson, Amanda",107,401.57,,,CCD
2025-04,"Goodwin, Eric","Goodwin, Eric",61,201.16,,,CCD
2025-04,"Graves, Anya","Graves, Anya",69,255.8,,,CCD
2025-04,"Griffin, Jonathan","Griffin, Jonathan",42,146.51,,,CCD
2025-04,"Hale, Samantha","Hale, Samantha",101,373.04,,,CCD
2025-04,"Harmon, Julia","Harmon, Julia",73,196.78,,,CCD
2025-04,"Hassan, Omar","Hassan, Omar",159,632.12,,,CCD
2025-04,"Hughes, Nadia","Hughes, Nadia",63,211.56,,,CCD
2025-04,"Jensen, Alicia","Jensen, Alicia",73,251.52,,,CCD
2025-04,"Jordan, Matthew","Jordan, Matthew",135,407.74,,,CCD
2025-04,"Kaufman, Rebecca","Kaufman, Rebecca",167,575.95,,,CCD
2025-04,"Kent, Daniel","Kent, Daniel",62,194.2,,,CCD
2025-04,"Kimura, Leslie","Kimura, Leslie",170,642.934,,,CCD
2025-04,"Lawson, Charles","Lawson, Charles",107,311.01,,,CCD
2025-04,"Lim, Angela","Lim, Angela",77,269.65,,,CCD
2025-04,"Marsh, Tyler","Marsh, Tyler",79,282.66,,,CCD
2025-04,"McCoy, Ethan","McCoy, Ethan",172,584.86,,,CCD
2025-04,"Mendez, Sofia","Mendez, Sofia",95,280.23,,,CCD
2025-04,"Monroe, Brian","Monroe, Brian",148,504.41,,,CCD
2025-04,"Morton, Andrew","Morton, Andrew",87,295.04,,,CCD
2025-04,"Norris, Patricia","Norris, Patricia",73,281.08,,,CCD
2025-04,"Oliver, Jason","Oliver, Jason",53,192.47,,,CCD
2025-04,"Quinn, Robert","Quinn, Robert",43,167.82,,,CCD
2025-04,"Reyes, Diana","Reyes, Diana",49,182.5,,,CCD
2025-04,"Rivera, Carlos","Rivera, Carlos",70,232.92,,,CCD
2025-04,"Robinson, Tanya","Robinson, Tanya",46,165.46,,,CCD
2025-04,"Ross, Graham","Ross, Graham",56,196.28,,,CCD
2025-04,"Sato, Hiroshi","Sato, Hiroshi",116,343.81,,,CCD
2025-05,"Aldridge, Marcus","Aldridge, Marcus",70,260.11,,,CCD
2025-05,"Barlow, Stephanie","Barlow, Stephanie",140,398.09,,,CCD
2025-05,"Beckett, James","Beckett, James",89,296.18,,,CCD
2025-05,"Carver, Elena","Carver, Elena",40,132.87,,,CCD
2025-05,"Chen, David","Chen, David",96,368.32,,,CCD
2025-05,"Cheng, Michelle","Cheng, Michelle",134,453.7,,,CCD
2025-05,"Cordova, Isabel","Cordova, Isabel",65,223.92,,,CCD
2025-05,"Daley, Kevin","Daley, Kevin",114,407.17,,,CCD
2025-05,"Denton, Rachel","Denton, Rachel",78,274.17,,,CCD
2025-05,"Devlin, Sean","Devlin, Sean",211,758.37,,,CCD
2025-05,"Donovan, Laura","Donovan, Laura",143,482.78,,,CCD
2025-05,"Ellison, Michael","Ellison, Michael",54,176.9,,,CCD
2025-05,"Farley, Christopher","Farley, Christopher",55,199.56,,,CCD
2025-05,"Fleming, Audrey","Fleming, Audrey",57,220.6,,,CCD
2025-05,"Foster, Nathan","Foster, Nathan",71,151.65,,,CCD
2025-05,"Garrett, Steven","Garrett, Steven",77,268.02,,,CCD
2025-05,"Gibson, Amanda","Gibson, Amanda",105,389.28,,,CCD
2025-05,"Goodwin, Eric","Goodwin, Eric",95,271.73,,,CCD
2025-05,"Graves, Anya","Graves, Anya",64,236.77,,,CCD
2025-05,"Griffin, Jonathan","Griffin, Jonathan",43,136.48,,,CCD
2025-05,"Hale, Samantha","Hale, Samantha",100,342.26,,,CCD
2025-05,"Hassan, Omar","Hassan, Omar",205,794.59,,,CCD
2025-05,"Hughes, Nadia","Hughes, Nadia",34,119.22,,,CCD
2025-05,"Jensen, Alicia","Jensen, Alicia",167,588.46,,,CCD
2025-05,"Jordan, Matthew","Jordan, Matthew",141,432.79,,,CCD
2025-05,"Kaufman, Rebecca","Kaufman, Rebecca",149,501.75,,,CCD
2025-05,"Kent, Daniel","Kent, Daniel",40,158.05,,,CCD
2025-05,"Kimura, Leslie","Kimura, Leslie",214,723.162,,,CCD
2025-05,"Lawson, Charles","Lawson, Charles",85,278.31,,,CCD
2025-05,"Lim, Angela","Lim, Angela",68,238.02,,,CCD
2025-05,"Marsh, Tyler","Marsh, Tyler",84,305.56,,,CCD
2025-05,"McCoy, Ethan","McCoy, Ethan",158,526.01,,,CCD
2025-05,"Mendez, Sofia","Mendez, Sofia",88,246.27,,,CCD
2025-05,"Monroe, Brian","Monroe, Brian",171,535.53,,,CCD
2025-05,"Morton, Andrew","Morton, Andrew",120,405.9205,,,CCD
2025-05,"Norris, Patricia","Norris, Patricia",187,687.9,,,CCD
2025-05,"Oliver, Jason","Oliver, Jason",68,242.98,,,CCD
2025-05,"Quinn, Robert","Quinn, Robert",28,93.19,,,CCD
2025-05,"Reyes, Diana","Reyes, Diana",51,201.8705,,,CCD
2025-05,"Rivera, Carlos","Rivera, Carlos",47,144.98,,,CCD
2025-05,"Robinson, Tanya","Robinson, Tanya",46,188.04,,,CCD
2025-05,"Ross, Graham","Ross, Graham",90,290.32,,,CCD
2025-05,"Sato, Hiroshi","Sato, Hiroshi",140,396.82,,,CCD
2025-06,"Aldridge, Marcus","Aldridge, Marcus",58,201.14,,,CCD
2025-06,"Barlow, Stephanie","Barlow, Stephanie",109,309.23,,,CCD
2025-06,"Beckett, James","Beckett, James",76,254.59,,,CCD
2025-06,"Carver, Elena","Carver, Elena",65,238.7,,,CCD
2025-06,"Chen, David","Chen, David",137,494.3305,,,CCD
2025-06,"Cheng, Michelle","Cheng, Michelle",105,344.21,,,CCD
2025-06,"Cordova, Isabel","Cordova, Isabel",51,174.43,,,CCD
2025-06,"Daley, Kevin","Daley, Kevin",109,365.48,,,CCD
2025-06,"Denton, Rachel","Denton, Rachel",131,450.52,,,CCD
2025-06,"Devlin, Sean","Devlin, Sean",137,465.19,,,CCD
2025-06,"Donovan, Laura","Donovan, Laura",103,342.28,,,CCD
2025-06,"Ellison, Michael","Ellison, Michael",94,321.18,,,CCD
2025-06,"Farley, Christopher","Farley, Christopher",7,25.48,,,CCD
2025-06,"Fleming, Audrey","Fleming, Audrey",32,118.47,,,CCD
2025-06,"Foster, Nathan","Foster, Nathan",88,232.5,,,CCD
2025-06,"Garrett, Steven","Garrett, Steven",84,280.72,,,CCD
2025-06,"Gibson, Amanda","Gibson, Amanda",89,331.9,,,CCD
2025-06,"Goodwin, Eric","Goodwin, Eric",97,285.6005,,,CCD
2025-06,"Graves, Anya","Graves, Anya",45,151.96,,,CCD
2025-06,"Griffin, Jonathan","Griffin, Jonathan",36,132.48,,,CCD
2025-06,"Hale, Samantha","Hale, Samantha",81,292.77,,,CCD
2025-06,"Hassan, Omar","Hassan, Omar",174,654.89,,,CCD
2025-06,"Hughes, Nadia","Hughes, Nadia",58,170.74,,,CCD
2025-06,"Jensen, Alicia","Jensen, Alicia",98,321.21,,,CCD
2025-06,"Jordan, Matthew","Jordan, Matthew",125,354.99,,,CCD
2025-06,"Kaufman, Rebecca","Kaufman, Rebecca",124,402.54,,,CCD
2025-06,"Kent, Daniel","Kent, Daniel",48,182.49,,,CCD
2025-06,"Kimura, Leslie","Kimura, Leslie",189,696.179,,,CCD
2025-06,"Lawson, Charles","Lawson, Charles",117,402.3405,,,CCD
2025-06,"Lim, Angela","Lim, Angela",73,269.025,,,CCD
2025-06,"Marsh, Tyler","Marsh, Tyler",74,274.25,,,CCD
2025-06,"McCoy, Ethan","McCoy, Ethan",151,453.42,,,CCD
2025-06,"Mendez, Sofia","Mendez, Sofia",70,228.54,,,CCD
2025-06,"Monroe, Brian","Monroe, Brian",147,473.1,,,CCD
2025-06,"Montgomery, Elaine","Montgomery, Elaine",1,4.0,,,CCD
2025-06,"Morton, Andrew","Morton, Andrew",97,298.64,,,CCD
2025-06,"Nash, Vanessa","Nash, Vanessa",90,277.68,,,CCD
2025-06,"Norris, Patricia","Norris, Patricia",154,594.16,,,CCD
2025-06,"Oliver, Jason","Oliver, Jason",65,239.33,,,CCD
2025-06,"Quinn, Robert","Quinn, Robert",42,146.4,,,CCD
2025-06,"Reyes, Diana","Reyes, Diana",45,157.11,,,CCD
2025-06,"Rivera, Carlos","Rivera, Carlos",38,126.93,,,CCD
2025-06,"Robinson, Tanya","Robinson, Tanya",62,227.4,,,CCD
2025-06,"Ross, Graham","Ross, Graham",94,328.88,,,CCD
2025-06,"Sato, Hiroshi","Sato, Hiroshi",110,312.03,,,CCD
2025-07,"Aldridge, Marcus","Aldridge, Marcus",36,136.53,,,CCD
2025-07,"Barlow, Stephanie","Barlow, Stephanie",101,294.8,,,CCD
2025-07,"Beckett, James","Beckett, James",77,256.04,,,CCD
2025-07,"Carver, Elena","Carver, Elena",64,235.2105,,,CCD
2025-07,"Chen, David","Chen, David",94,369.815,,,CCD
2025-07,"Cheng, Michelle","Cheng, Michelle",115,378.9,,,CCD
2025-07,"Coleman, Patrick","Coleman, Patrick",176,601.12,,,CCD
2025-07,"Cordova, Isabel","Cordova, Isabel",84,284.15,,,CCD
2025-07,"Denton, Rachel","Denton, Rachel",147,541.14,,,CCD
2025-07,"Devlin, Sean","Devlin, Sean",137,494.4,,,CCD
2025-07,"Donovan, Laura","Donovan, Laura",107,332.8,,,CCD
2025-07,"Escobar, Maria","Escobar, Maria",28,75.08,,,CCD
2025-07,"Farley, Christopher","Farley, Christopher",64,184.28,,,CCD
2025-07,"Fleming, Audrey","Fleming, Audrey",38,144.19,,,CCD
2025-07,"Foster, Nathan","Foster, Nathan",86,213.62,,,CCD
2025-07,"Garrett, Steven","Garrett, Steven",65,198.14,,,CCD
2025-07,"Gibson, Amanda","Gibson, Amanda",71,272.855,,,CCD
2025-07,"Goodwin, Eric","Goodwin, Eric",128,354.64,,,CCD
2025-07,"Graves, Anya","Graves, Anya",43,144.61,,,CCD
2025-07,"Griffin, Jonathan","Griffin, Jonathan",64,210.51,,,CCD
2025-07,"Hale, Samantha","Hale, Samantha",56,188.98,,,CCD
2025-07,"Hassan, Omar","Hassan, Omar",187,726.52,,,CCD
2025-07,"Hayes, Brittany","Hayes, Brittany",29,102.91,,,CCD
2025-07,"Huang, Victoria","Huang, Victoria",78,264.08,,,CCD
2025-07,"Hughes, Nadia","Hughes, Nadia",58,166.88,,,CCD
2025-07,"Jensen, Alicia","Jensen, Alicia",102,352.81,,,CCD
2025-07,"Jordan, Matthew","Jordan, Matthew",129,382.82,,,CCD
2025-07,"Kaufman, Rebecca","Kaufman, Rebecca",125,393.93,,,CCD
2025-07,"Kent, Daniel","Kent, Daniel",43,115.52,,,CCD
2025-07,"Kimura, Leslie","Kimura, Leslie",211,763.1955,,,CCD
2025-07,"Lawson, Charles","Lawson, Charles",95,294.45,,,CCD
2025-07,"Lim, Angela","Lim, Angela",84,309.88,,,CCD
2025-07,"Marsh, Tyler","Marsh, Tyler",96,334.87,,,CCD
2025-07,"Maxwell, Diane","Maxwell, Diane",94,346.93,,,CCD
2025-07,"McCoy, Ethan","McCoy, Ethan",111,384.83,,,CCD
2025-07,"Monroe, Brian","Monroe, Brian",178,556.81,,,CCD
2025-07,"Morton, Andrew","Morton, Andrew",82,256.74,,,CCD
2025-07,"Nash, Vanessa","Nash, Vanessa",47,135.64,,,CCD
2025-07,"Norris, Patricia","Norris, Patricia",113,408.91,,,CCD
2025-07,"Oliver, Jason","Oliver, Jason",110,396.895,,,CCD
2025-07,"Pierce, Hannah","Pierce, Hannah",78,161.811,,,CCD
2025-07,"Quinn, Robert","Quinn, Robert",42,157.03,,,CCD
2025-07,"Reyes, Diana","Reyes, Diana",60,221.04,,,CCD
2025-07,"Robinson, Tanya","Robinson, Tanya",46,162.93,,,CCD
2025-07,"Ross, Graham","Ross, Graham",60,199.17,,,CCD
2025-07,"Sato, Hiroshi","Sato, Hiroshi",119,329.74,,,CCD
2025-08,"Aldridge, Marcus","Aldridge, Marcus",70,241.11,,,CCD
2025-08,"Barlow, Stephanie","Barlow, Stephanie",147,363.41,,,CCD
2025-08,"Beckett, James","Beckett, James",69,229.07,,,CCD
2025-08,"Carver, Elena","Carver, Elena",86,291.4805,,,CCD
2025-08,"Chen, David","Chen, David",145,435.05,,,CCD
2025-08,"Cheng, Michelle","Cheng, Michelle",107,359.28,,,CCD
2025-08,"Coleman, Patrick","Coleman, Patrick",180,601.75,,,CCD
2025-08,"Cordova, Isabel","Cordova, Isabel",87,294.05,,,CCD
2025-08,"Denton, Rachel","Denton, Rachel",131,466.62,,,CCD
2025-08,"Devlin, Sean","Devlin, Sean",175,637.3105,,,CCD
2025-08,"Donovan, Laura","Donovan, Laura",62,184.42,,,CCD
2025-08,"Escobar, Maria","Escobar, Maria",75,234.92,,,CCD
2025-08,"Farley, Christopher","Farley, Christopher",43,134.17,,,CCD
2025-08,"Fleming, Audrey","Fleming, Audrey",41,159.48,,,CCD
2025-08,"Foster, Nathan","Foster, Nathan",60,128.32,,,CCD
2025-08,"Garrett, Steven","Garrett, Steven",21,51.32,,,CCD
2025-08,"Gibson, Amanda","Gibson, Amanda",119,462.531,,,CCD
2025-08,"Goodwin, Eric","Goodwin, Eric",141,408.83,,,CCD
2025-08,"Graves, Anya","Graves, Anya",43,156.9,,,CCD
2025-08,"Griffin, Jonathan","Griffin, Jonathan",51,189.63,,,CCD
2025-08,"Hale, Samantha","Hale, Samantha",52,192.49,,,CCD
2025-08,"Hassan, Omar","Hassan, Omar",115,445.22,,,CCD
2025-08,"Hayes, Brittany","Hayes, Brittany",56,200.03,,,CCD
2025-08,"Huang, Victoria","Huang, Victoria",88,289.35,,,CCD
2025-08,"Hughes, Nadia","Hughes, Nadia",52,155.16,,,CCD
2025-08,"Jensen, Alicia","Jensen, Alicia",210,665.8,,,CCD
2025-08,"Jordan, Matthew","Jordan, Matthew",149,440.04,,,CCD
2025-08,"Kaufman, Rebecca","Kaufman, Rebecca",160,536.19,,,CCD
2025-08,"Kent, Daniel","Kent, Daniel",31,88.58,,,CCD
2025-08,"Kimura, Leslie","Kimura, Leslie",161,539.732,,,CCD
2025-08,"Lawson, Charles","Lawson, Charles",92,278.1,,,CCD
2025-08,"Lim, Angela","Lim, Angela",61,193.13,,,CCD
2025-08,"Marsh, Tyler","Marsh, Tyler",89,291.82,,,CCD
2025-08,"Maxwell, Diane","Maxwell, Diane",108,363.19,,,CCD
2025-08,"McCoy, Ethan","McCoy, Ethan",163,514.44,,,CCD
2025-08,"Monroe, Brian","Monroe, Brian",113,336.59,,,CCD
2025-08,"Morton, Andrew","Morton, Andrew",100,323.54,,,CCD
2025-08,"Nash, Vanessa","Nash, Vanessa",77,221.26,,,CCD
2025-08,"Norris, Patricia","Norris, Patricia",164,612.845,,,CCD
2025-08,"Oliver, Jason","Oliver, Jason",49,156.4,,,CCD
2025-08,"Pierce, Hannah","Pierce, Hannah",98,195.1425,,,CCD
2025-08,"Quinn, Robert","Quinn, Robert",42,152.28,,,CCD
2025-08,"Reyes, Diana","Reyes, Diana",45,146.64,,,CCD
2025-08,"Robinson, Tanya","Robinson, Tanya",57,214.21,,,CCD
2025-08,"Ross, Graham","Ross, Graham",85,300.62,,,CCD
2025-08,"Sato, Hiroshi","Sato, Hiroshi",121,297.99,,,CCD
2025-09,"Aldridge, Marcus","Aldridge, Marcus",75,298.03,,,CCD
2025-09,"Barlow, Stephanie","Barlow, Stephanie",99,309.21,,,CCD
2025-09,"Beckett, James","Beckett, James",53,145.02,,,CCD
2025-09,"Carver, Elena","Carver, Elena",68,241.73,,,CCD
2025-09,"Chen, David","Chen, David",115,397.76,,,CCD
2025-09,"Cheng, Michelle","Cheng, Michelle",96,311.94,,,CCD
2025-09,"Coleman, Patrick","Coleman, Patrick",128,444.61,,,CCD
2025-09,"Cordova, Isabel","Cordova, Isabel",85,227.9,,,CCD
2025-09,"Denton, Rachel","Denton, Rachel",122,445.28,,,CCD
2025-09,"Devlin, Sean","Devlin, Sean",122,440.46,,,CCD
2025-09,"Donovan, Laura","Donovan, Laura",69,207.69,,,CCD
2025-09,"Escobar, Maria","Escobar, Maria",103,256.56,,,CCD
2025-09,"Farley, Christopher","Farley, Christopher",14,41.7,,,CCD
2025-09,"Fleming, Audrey","Fleming, Audrey",44,155.51,,,CCD
2025-09,"Foster, Nathan","Foster, Nathan",57,142.01,,,CCD
2025-09,"Gibson, Amanda","Gibson, Amanda",99,362.04,,,CCD
2025-09,"Goodwin, Eric","Goodwin, Eric",150,423.26,,,CCD
2025-09,"Graves, Anya","Graves, Anya",28,91.64,,,CCD
2025-09,"Griffin, Jonathan","Griffin, Jonathan",37,128.48,,,CCD
2025-09,"Hale, Samantha","Hale, Samantha",63,217.82,,,CCD
2025-09,"Hassan, Omar","Hassan, Omar",140,541.43,,,CCD
2025-09,"Hayes, Brittany","Hayes, Brittany",57,195.85,,,CCD
2025-09,"Huang, Victoria","Huang, Victoria",99,304.93,,,CCD
2025-09,"Hughes, Nadia","Hughes, Nadia",32,96.66,,,CCD
2025-09,"Jensen, Alicia","Jensen, Alicia",151,500.64,,,CCD
2025-09,"Jordan, Matthew","Jordan, Matthew",137,391.31,,,CCD
2025-09,"Kaufman, Rebecca","Kaufman, Rebecca",153,465.33,,,CCD
2025-09,"Kent, Daniel","Kent, Daniel",53,158.36,,,CCD
2025-09,"Kimura, Leslie","Kimura, Leslie",191,694.76,,,CCD
2025-09,"Lawson, Charles","Lawson, Charles",83,242.77,,,CCD
2025-09,"Lim, Angela","Lim, Angela",67,249.72,,,CCD
2025-09,"Maxwell, Diane","Maxwell, Diane",115,388.66,,,CCD
2025-09,"McCoy, Ethan","McCoy, Ethan",94,280.24,,,CCD
2025-09,"Monroe, Brian","Monroe, Brian",133,393.35,,,CCD
2025-09,"Morton, Andrew","Morton, Andrew",98,310.98,,,CCD
2025-09,"Nash, Vanessa","Nash, Vanessa",103,292.41,,,CCD
2025-09,"Norris, Patricia","Norris, Patricia",152,559.66,,,CCD
2025-09,"Oliver, Jason","Oliver, Jason",44,155.3,,,CCD
2025-09,"Park, Jennifer","Park, Jennifer",14,46.77,,,CCD
2025-09,"Pierce, Hannah","Pierce, Hannah",160,283.0525,,,CCD
2025-09,"Quinn, Robert","Quinn, Robert",100,327.35,,,CCD
2025-09,"Reyes, Diana","Reyes, Diana",55,178.96,,,CCD
2025-09,"Rhodes, Mark","Rhodes, Mark",145,505.56,,,CCD
2025-09,"Robinson, Tanya","Robinson, Tanya",77,246.13,,,CCD
2025-09,"Ross, Graham","Ross, Graham",48,139.11,,,CCD
2025-09,"Sato, Hiroshi","Sato, Hiroshi",102,287.42,,,CCD
2025-10,"Aldridge, Marcus","Aldridge, Marcus",71,240.92,,,CCD
2025-10,"Barlow, Stephanie","Barlow, Stephanie",79,253.68,,,CCD
2025-10,"Beckett, James","Beckett, James",72,200.68,,,CCD
2025-10,"Carver, Elena","Carver, Elena",54,211.27,,,CCD
2025-10,"Chen, David","Chen, David",159,559.84,,,CCD
2025-10,"Cheng, Michelle","Cheng, Michelle",115,360.35,,,CCD
2025-10,"Coleman, Patrick","Coleman, Patrick",79,279.11,,,CCD
2025-10,"Cordova, Isabel","Cordova, Isabel",59,187.72,,,CCD
2025-10,"Denton, Rachel","Denton, Rachel",182,564.94,,,CCD
2025-10,"Devlin, Sean","Devlin, Sean",178,619.77,,,CCD
2025-10,"Donovan, Laura","Donovan, Laura",62,199.37,,,CCD
2025-10,"Escobar, Maria","Escobar, Maria",68,170.4,,,CCD
2025-10,"Farley, Christopher","Farley, Christopher",33,113.58,,,CCD
2025-10,"Fleming, Audrey","Fleming, Audrey",58,213.17,,,CCD
2025-10,"Foster, Nathan","Foster, Nathan",53,140.83,,,CCD
2025-10,"Gibson, Amanda","Gibson, Amanda",47,165.705,,,CCD
2025-10,"Goodwin, Eric","Goodwin, Eric",68,180.33,,,CCD
2025-10,"Graves, Anya","Graves, Anya",35,99.34,,,CCD
2025-10,"Griffin, Jonathan","Griffin, Jonathan",45,136.52,,,CCD
2025-10,"Hale, Samantha","Hale, Samantha",75,256.28,,,CCD
2025-10,"Hassan, Omar","Hassan, Omar",191,710.49,,,CCD
2025-10,"Hayes, Brittany","Hayes, Brittany",92,288.95,,,CCD
2025-10,"Huang, Victoria","Huang, Victoria",71,241.04,,,CCD
2025-10,"Hughes, Nadia","Hughes, Nadia",44,160.09,,,CCD
2025-10,"Jensen, Alicia","Jensen, Alicia",133,444.23,,,CCD
2025-10,"Jordan, Matthew","Jordan, Matthew",114,337.82,,,CCD
2025-10,"Kaufman, Rebecca","Kaufman, Rebecca",127,436.42,,,CCD
2025-10,"Kent, Daniel","Kent, Daniel",42,127.93,,,CCD
2025-10,"Kimura, Leslie","Kimura, Leslie",159,572.1305,,,CCD
2025-10,"Lawson, Charles","Lawson, Charles",121,380.29,,,CCD
2025-10,"Lim, Angela","Lim, Angela",49,169.33,,,CCD
2025-10,"Marsh, Tyler","Marsh, Tyler",94,298.55,,,CCD
2025-10,"Maxwell, Diane","Maxwell, Diane",106,384.25,,,CCD
2025-10,"McCoy, Ethan","McCoy, Ethan",141,453.26,,,CCD
2025-10,"Monroe, Brian","Monroe, Brian",147,461.94,,,CCD
2025-10,"Morton, Andrew","Morton, Andrew",46,123.02,,,CCD
2025-10,"Nash, Vanessa","Nash, Vanessa",113,308.59,,,CCD
2025-10,"Norris, Patricia","Norris, Patricia",125,463.58,,,CCD
2025-10,"Oliver, Jason","Oliver, Jason",59,187.89,,,CCD
2025-10,"Pierce, Hannah","Pierce, Hannah",134,236.132,,,CCD
2025-10,"Quinn, Robert","Quinn, Robert",71,226.96,,,CCD
2025-10,"Reyes, Diana","Reyes, Diana",72,230.18,,,CCD
2025-10,"Rhodes, Mark","Rhodes, Mark",156,504.88,,,CCD
2025-10,"Robinson, Tanya","Robinson, Tanya",55,181.61,,,CCD
2025-10,"Ross, Graham","Ross, Graham",126,407.68,,,CCD
2025-10,"Sato, Hiroshi","Sato, Hiroshi",131,334.82,,,CCD
2025-11,"Aldridge, Marcus","Aldridge, Marcus",90,328.29,,,CCD
2025-11,"Barlow, Stephanie","Barlow, Stephanie",80,239.37,,,CCD
2025-11,"Beckett, James","Beckett, James",46,137.32,,,CCD
2025-11,"Carver, Elena","Carver, Elena",64,206.36,,,CCD
2025-11,"Chen, David","Chen, David",153,500.66,,,CCD
2025-11,"Cheng, Michelle","Cheng, Michelle",121,412.17,,,CCD
2025-11,"Coleman, Patrick","Coleman, Patrick",96,341.93,,,CCD
2025-11,"Cordova, Isabel","Cordova, Isabel",89,234.98,,,CCD
2025-11,"Denton, Rachel","Denton, Rachel",172,580.68,,,CCD
2025-11,"Devlin, Sean","Devlin, Sean",149,513.91,,,CCD
2025-11,"Donovan, Laura","Donovan, Laura",73,226.86,,,CCD
2025-11,"Escobar, Maria","Escobar, Maria",82,219.52,,,CCD
2025-11,"Farley, Christopher","Farley, Christopher",27,81.85,,,CCD
2025-11,"Fleming, Audrey","Fleming, Audrey",29,95.17,,,CCD
2025-11,"Foster, Nathan","Foster, Nathan",57,136.47,,,CCD
2025-11,"Gibson, Amanda","Gibson, Amanda",87,312.45,,,CCD
2025-11,"Goodwin, Eric","Goodwin, Eric",111,332.12,,,CCD
2025-11,"Graves, Anya","Graves, Anya",61,196.37,,,CCD
2025-11,"Griffin, Jonathan","Griffin, Jonathan",28,89.7,,,CCD
2025-11,"Hale, Samantha","Hale, Samantha",65,214.86,,,CCD
2025-11,"Harmon, Julia","Harmon, Julia",39,121.3,,,CCD
2025-11,"Hassan, Omar","Hassan, Omar",165,633.46,,,CCD
2025-11,"Hayes, Brittany","Hayes, Brittany",70,212.55,,,CCD
2025-11,"Huang, Victoria","Huang, Victoria",68,212.87,,,CCD
2025-11,"Hughes, Nadia","Hughes, Nadia",45,142.72,,,CCD
2025-11,"Jensen, Alicia","Jensen, Alicia",134,449.37,,,CCD
2025-11,"Jordan, Matthew","Jordan, Matthew",133,393.87,,,CCD
2025-11,"Kaufman, Rebecca","Kaufman, Rebecca",124,419.88,,,CCD
2025-11,"Kent, Daniel","Kent, Daniel",19,63.42,,,CCD
2025-11,"Kimura, Leslie","Kimura, Leslie",150,516.7425,,,CCD
2025-11,"Lawson, Charles","Lawson, Charles",75,244.7,,,CCD
2025-11,"Lim, Angela","Lim, Angela",87,268.32,,,CCD
2025-11,"Marsh, Tyler","Marsh, Tyler",83,294.77,,,CCD
2025-11,"Maxwell, Diane","Maxwell, Diane",67,241.1,,,CCD
2025-11,"McCoy, Ethan","McCoy, Ethan",42,117.24,,,CCD
2025-11,"Monroe, Brian","Monroe, Brian",164,476.74,,,CCD
2025-11,"Morton, Andrew","Morton, Andrew",96,330.44,,,CCD
2025-11,"Nash, Vanessa","Nash, Vanessa",63,168.6,,,CCD
2025-11,"Norris, Patricia","Norris, Patricia",187,641.4,,,CCD
2025-11,"Oliver, Jason","Oliver, Jason",85,299.16,,,CCD
2025-11,"Pierce, Hannah","Pierce, Hannah",190,351.94,,,CCD
2025-11,"Quinn, Robert","Quinn, Robert",68,212.84,,,CCD
2025-11,"Reyes, Diana","Reyes, Diana",61,193.35,,,CCD
2025-11,"Rhodes, Mark","Rhodes, Mark",181,587.98,,,CCD
2025-11,"Robinson, Tanya","Robinson, Tanya",59,198.44,,,CCD
2025-11,"Ross, Graham","Ross, Graham",51,156.09,,,CCD
2025-11,"Sato, Hiroshi","Sato, Hiroshi",116,308.88,,,CCD
2025-12,"Aldridge, Marcus","Aldridge, Marcus",58,200.7,,,CCD
2025-12,"Barlow, Stephanie","Barlow, Stephanie",82,242.02,,,CCD
2025-12,"Beckett, James","Beckett, James",57,180.5,,,CCD
2025-12,"Carver, Elena","Carver, Elena",72,287.3,,,CCD
2025-12,"Chen, David","Chen, David",115,373.17,,,CCD
2025-12,"Cheng, Michelle","Cheng, Michelle",95,289.16,,,CCD
2025-12,"Coleman, Patrick","Coleman, Patrick",77,249.0,,,CCD
2025-12,"Cordova, Isabel","Cordova, Isabel",45,137.1,,,CCD
2025-12,"Denton, Rachel","Denton, Rachel",116,373.8615,,,CCD
2025-12,"Devlin, Sean","Devlin, Sean",120,426.43,,,CCD
2025-12,"Donovan, Laura","Donovan, Laura",48,145.05,,,CCD
2025-12,"Escobar, Maria","Escobar, Maria",75,256.11,,,CCD
2025-12,"Farley, Christopher","Farley, Christopher",37,118.33,,,CCD
2025-12,"Fleming, Audrey","Fleming, Audrey",25,89.18,,,CCD
2025-12,"Foster, Nathan","Foster, Nathan",112,247.48,,,CCD
2025-12,"Gibson, Amanda","Gibson, Amanda",98,330.145,,,CCD
2025-12,"Goodwin, Eric","Goodwin, Eric",104,331.39,,,CCD
2025-12,"Graves, Anya","Graves, Anya",36,128.52,,,CCD
2025-12,"Griffin, Jonathan","Griffin, Jonathan",33,119.04,,,CCD
2025-12,"Hale, Samantha","Hale, Samantha",74,241.81,,,CCD
